HospType,ED,Trauma,NSG,FAC_NAME,state,city,PRVDR_NUM,street,zipcode,query,lon,lat,type,loctype,address,north,south,east,west
Short term,TRUE,FALSE,TRUE,CLEVELAND CLINIC AVON HOSPITAL,OH,AVON,360364,33300 CLEVELAND CLINIC BLVD,44011,"CLEVELAND CLINIC AVON HOSPITAL near AVON, OH 44011",-81.98188789999999,41.468939,establishment,rooftop,"33300 cleveland clinic blvd, avon, oh 44011, usa",41.4702879802915,41.4675900197085,-81.98053891970848,-81.9832368802915
Critical Access,TRUE,FALSE,FALSE,HOCKING VALLEY COMMUNITY HOSPITAL,OH,LOGAN,361330,601 STATE ROUTE 664N,43138,"HOCKING VALLEY COMMUNITY HOSPITAL near LOGAN, OH 43138",-82.4294082,39.5479906,establishment,rooftop,"601 oh-664 n, logan, oh 43138, usa",39.54933958029149,39.5466416197085,-82.42805921970849,-82.43075718029151
Critical Access,TRUE,FALSE,FALSE,FAYETTE COUNTY MEMORIAL HOSPITAL,OH,WASHINGTON CH,361331,1430 COLUMBUS AVENUE,43160,"FAYETTE COUNTY MEMORIAL HOSPITAL near WASHINGTON CH, OH 43160",-83.4270001,39.5476599,establishment,rooftop,"1430 columbus ave, washington court house, oh 43160, usa",39.5490088802915,39.5463109197085,-83.4256511197085,-83.42834908029151
Short term,TRUE,TRUE,FALSE,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,OK,ALTUS,370022,1200 EAST PECAN ST,73523,"JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY near ALTUS, OK 73523",-99.30389989999999,34.634398,doctor,rooftop,"601 todd ln, altus, ok 73521, usa",34.6357469802915,34.6330490197085,-99.3025509197085,-99.3052488802915
Short term,TRUE,FALSE,FALSE,CORDELL MEMORIAL HOSPITAL,OK,CORDELL,370061,1220 N GLENN ENGLISH ST BOX 10,73632,"CORDELL MEMORIAL HOSPITAL near CORDELL, OK 73632",-98.98835,35.3030087,establishment,rooftop,"1220 n glenn l english st, new cordell, ok 73632, usa",35.3043576802915,35.3016597197085,-98.9870010197085,-98.98969898029151
Short term,TRUE,FALSE,FALSE,BEAVER COUNTY MEMORIAL HOSPITAL,OK,BEAVER,370082,"212 EAST 8TH STREET, P O BOX 640",73932,"BEAVER COUNTY MEMORIAL HOSPITAL near BEAVER, OK 73932",-100.5162771,36.8107687,establishment,rooftop,"212 east 8th st, beaver, ok 73932, usa",36.8121176802915,36.8094197197085,-100.5149281197085,-100.5176260802915
Short term,TRUE,FALSE,FALSE,SAYRE COMMUNITY HOSPITAL,OK,SAYRE,370103,911 HOSPITAL DRIVE,73662,"SAYRE COMMUNITY HOSPITAL near SAYRE, OK 73662",-99.64046119999999,35.2905138,establishment,rooftop,"115 s 4th st, sayre, ok 73662, usa",35.2918627802915,35.2891648197085,-99.6391122197085,-99.6418101802915
Short term,TRUE,FALSE,FALSE,INTEGRIS GROVE HOSPITAL,OK,GROVE,370113,1001 EAST 18TH STREET,74344,"INTEGRIS GROVE HOSPITAL near GROVE, OK 74344",-94.75815089999999,36.5820686,establishment,rooftop,"1001 e 18th st, grove, ok 74344, usa",36.5834175802915,36.5807196197085,-94.75680191970848,-94.7594998802915
Short term,TRUE,FALSE,FALSE,ROGER MILLS MEMORIAL HOSPITAL,OK,CHEYENNE,370131,"501 SOUTH L L MALES AVENUE, PO BOX 219",73628,"ROGER MILLS MEMORIAL HOSPITAL near CHEYENNE, OK 73628",-99.6715086,35.6094846,establishment,rooftop,"501 s l.l. males ave, cheyenne, ok 73628, usa",35.6108335802915,35.6081356197085,-99.67015961970849,-99.67285758029149
Short term,TRUE,FALSE,FALSE,SOUTHWEST MEDICAL CENTER - MOORE,OK,MOORE,370161,"1500 SOUTHEAST 4TH STREET, PO BOX 6949",73160,"SOUTHWEST MEDICAL CENTER - MOORE near MOORE, OK 73160",-97.490796,35.3054908,doctor,rooftop,"1401 sw 34th st #200, moore, ok 73160, usa",35.3068397802915,35.30414181970851,-97.4894470197085,-97.49214498029151
Short term,TRUE,FALSE,FALSE,CHOCTAW NATION HEALTH SERVICES AUTHORITY,OK,TALIHINA,370172,1 CHOCTAW WAY,74571,"CHOCTAW NATION HEALTH SERVICES AUTHORITY near TALIHINA, OK 74571",-95.04957770000001,34.7534772,establishment,geometric_center,"talihina, ok 74571, usa",34.7548261802915,34.7521282197085,-95.04822871970852,-95.05092668029152
Short term,TRUE,FALSE,FALSE,CHICKASAW NATION MEDICAL CENTER,OK,ADA,370180,1921 STONECIPHER BLVD,74820,"CHICKASAW NATION MEDICAL CENTER near ADA, OK 74820",-96.6455728,34.7311233,establishment,rooftop,"1921 stonecipher blvd, ada, ok 74820, usa",34.7324722802915,34.7297743197085,-96.6442238197085,-96.6469217802915
Short term,TRUE,FALSE,FALSE,HILLCREST HOSPITAL HENRYETTA,OK,HENRYETTA,370183,2401 W MAIN DEWEY,74437,"HILLCREST HOSPITAL HENRYETTA near HENRYETTA, OK 74437",-96.01572159999999,35.4385127,establishment,rooftop,"2401 w main st, henryetta, ok 74437, usa",35.43986168029149,35.43716371970849,-96.0143726197085,-96.0170705802915
Short term,TRUE,FALSE,FALSE,CORDELL MEMORIAL HOSPITAL,OK,CORDELL,370186,1220 NORTH GLENN ENGLISH STREET,73632,"CORDELL MEMORIAL HOSPITAL near CORDELL, OK 73632",-98.98835,35.3030087,establishment,rooftop,"1220 n glenn l english st, new cordell, ok 73632, usa",35.3043576802915,35.3016597197085,-98.9870010197085,-98.98969898029151
Short term,TRUE,FALSE,FALSE,SOUTHWESTERN MEDICAL CENTER,OK,LAWTON,370191,5602 SOUTHWESTERN LEE BLVD PO BOX 7290,73505,"SOUTHWESTERN MEDICAL CENTER near LAWTON, OK 73505",-98.463611,34.5939983,establishment,rooftop,"5608 sw lee blvd, lawton, ok 73505, usa",34.59534728029151,34.59264931970851,-98.46226201970849,-98.46495998029151
Short term,TRUE,FALSE,FALSE,WETUMKA GENERAL HOSPITAL,OK,WETUMKA,370204,"325 WASHITA, SUITE B",74883,"WETUMKA GENERAL HOSPITAL near WETUMKA, OK 74883",-96.2416731,35.2375883,locality,approximate,"wetumka, ok 74883, usa",35.2630381,35.227601,-96.22102,-96.26308499999999
Short term,TRUE,FALSE,FALSE,MOORE MEDICAL CENTER,OK,MOORE,370223,700 SOUTH TELEPHONE ROAD,73160,"MOORE MEDICAL CENTER near MOORE, OK 73160",-97.4932034,35.33252239999999,establishment,rooftop,"700 s telephone rd, moore, ok 73160, usa",35.33387138029149,35.33117341970849,-97.4918544197085,-97.49455238029151
Short term,TRUE,FALSE,TRUE,"ST JOHN BROKEN ARROW, INC",OK,BROKEN ARROW,370235,1000 WEST BOISE CIRCLE,74012,"ST JOHN BROKEN ARROW, INC near BROKEN ARROW, OK 74012",-95.8007147,36.0778586,establishment,rooftop,"1000 w boise cir, broken arrow, ok 74012, usa",36.0792075802915,36.0765096197085,-95.7993657197085,-95.80206368029151
Short term,TRUE,TRUE,FALSE,INTEGRIS HEALTH EDMOND,OK,EDMOND,370236,4801 INTEGRIS PARKWAY,73034,"INTEGRIS HEALTH EDMOND near EDMOND, OK 73034",-97.418329,35.643434,doctor,rooftop,"4833 integris pkwy #200, edmond, ok 73034, usa",35.6447829802915,35.6420850197085,-97.4169800197085,-97.41967798029151
Critical Access,TRUE,FALSE,FALSE,ROGER MILLS MEMORIAL HOSPITAL,OK,CHEYENNE,371303,501 SOUTH L L MALES AVENUE,73628,"ROGER MILLS MEMORIAL HOSPITAL near CHEYENNE, OK 73628",-99.6715086,35.6094846,establishment,rooftop,"501 s l.l. males ave, cheyenne, ok 73628, usa",35.6108335802915,35.6081356197085,-99.67015961970849,-99.67285758029149
Critical Access,TRUE,FALSE,FALSE,"MERCY HOSPITAL KINGFISHER, INC",OK,KINGFISHER,371313,1000 KINGFISHER HOSPITAL DRIVE,73750,"MERCY HOSPITAL KINGFISHER, INC near KINGFISHER, OK 73750",-97.944842,35.810177,establishment,rooftop,"1000 hospital drive, kingfisher, ok 73750, usa",35.8115259802915,35.8088280197085,-97.9434930197085,-97.9461909802915
Critical Access,TRUE,FALSE,FALSE,BEAVER COUNTY MEMORIAL HOSPITAL,OK,BEAVER,371322,212 EAST 8TH STREET,73932,"BEAVER COUNTY MEMORIAL HOSPITAL near BEAVER, OK 73932",-100.5162771,36.8107687,establishment,rooftop,"212 east 8th st, beaver, ok 73932, usa",36.8121176802915,36.8094197197085,-100.5149281197085,-100.5176260802915
Critical Access,TRUE,FALSE,FALSE,CORDELL MEMORIAL HOSPITAL,OK,CORDELL,371325,1220 NORTH GLENN ENGLISH STREET,73632,"CORDELL MEMORIAL HOSPITAL near CORDELL, OK 73632",-98.98835,35.3030087,establishment,rooftop,"1220 n glenn l english st, new cordell, ok 73632, usa",35.3043576802915,35.3016597197085,-98.9870010197085,-98.98969898029151
Critical Access,TRUE,FALSE,FALSE,ST ANTHONY HOSPITAL,OR,PENDLETON,381319,2801 ST ANTHONY WAY,97801,"ST ANTHONY HOSPITAL near PENDLETON, OR 97801",-118.8121656,45.648805,establishment,rooftop,"2801 st anthony way, pendleton, or 97801, usa",45.6501539802915,45.6474560197085,-118.8108166197085,-118.8135145802915
Short term,TRUE,TRUE,TRUE,GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,WILKES BARRE,390270,1000 EAST MOUNTAIN BOULEVARD,18711,"GEISINGER WYOMING VALLEY MEDICAL CENTER near WILKES BARRE, PA 18711",-75.8072581,41.2575701,establishment,rooftop,"1000 e mountain dr, wilkes-barre, pa 18711, usa",41.2589190802915,41.2562211197085,-75.80590911970849,-75.80860708029151
Short term,TRUE,FALSE,FALSE,GRADUATE HOSPITAL,PA,PHILA,390285,ONE GRADUATE PLAZA,19146,"GRADUATE HOSPITAL near PHILA, PA 19146",-75.17768199999999,39.9415227,neighborhood,approximate,"southwest center city, philadelphia, pa 19146, usa",39.9464024,39.9378548,-75.1655088,-75.1924895
Short term,TRUE,FALSE,TRUE,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,PA,EASTON,390326,1872 RIVERSIDE CIRCLE,18045,"ST LUKE'S HOSPITAL - ANDERSON CAMPUS near EASTON, PA 18045",-75.2881049,40.64906,establishment,rooftop,"1872 st luke's blvd, easton, pa 18045, usa",40.6504089802915,40.6477110197085,-75.28675591970848,-75.28945388029149
Critical Access,TRUE,FALSE,FALSE,ENDLESS MOUNTAINS HEALTH SYSTEMS,PA,MONTROSE,391306,100 HOSPITAL DRIVE,18801,"ENDLESS MOUNTAINS HEALTH SYSTEMS near MONTROSE, PA 18801",-75.83712129999999,41.8375721,establishment,rooftop,"100 hospital dr, montrose, pa 18801, usa",41.83892108029149,41.8362231197085,-75.8357723197085,-75.8384702802915
Short term,TRUE,FALSE,FALSE,HOSPITAL METROPOLITANO DR PILA,PR,PONCE,400003,2435 LAS AMERICAS AVE,733,"HOSPITAL METROPOLITANO DR PILA near PONCE, PR 733",-66.61054899999999,18.0037562,establishment,geometric_center,"2435 blvd. luis a. ferré, ponce, 00717, puerto rico",18.0051051802915,18.00240721970849,-66.60920001970848,-66.61189798029149
Short term,TRUE,FALSE,FALSE,"ASOCIACION HOSPITAL DEL MAESTRO, INC",PR,SAN JUAN,400004,SERGIO CUEVAS BUSTAMANTE STREET 550,936,"ASOCIACION HOSPITAL DEL MAESTRO, INC near SAN JUAN, PR 936",-66.0685986,18.4119269,establishment,geometric_center,"calle sergio cuevas bustamante hato rey, san juan, 00927, puerto rico",18.4132758802915,18.41057791970849,-66.06724961970849,-66.06994758029151
Short term,TRUE,FALSE,FALSE,RYDER MEMORIAL HOSPITAL INC,PR,HUMACAO,400007,355 AVE FONT MARTELO,791,"RYDER MEMORIAL HOSPITAL INC near HUMACAO, PR 791",-65.8353731,18.1559738,establishment,geometric_center,"sector cuesta los jobos, humacao, 00791, puerto rico",18.1573227802915,18.15462481970849,-65.83402411970849,-65.83672208029151
Short term,TRUE,FALSE,FALSE,HOSPITAL ORIENTE,PR,HUMACAO,400011,300 FONT MARTELLO STREET,792,"HOSPITAL ORIENTE near HUMACAO, PR 792",-65.83406819999999,18.1529052,establishment,rooftop,"300 calle font martello, humacao, 00791, puerto rico",18.1542541802915,18.1515562197085,-65.83271921970848,-65.8354171802915
Short term,TRUE,FALSE,FALSE,AUXILIO MUTUO HOSPITAL,PR,HATO REY,400016,PONCE DE LEON AVENUE STOP 37 1/2,918,"AUXILIO MUTUO HOSPITAL near HATO REY, PR 918",-66.0513208,18.4096345,establishment,geometric_center,"av. juan ponce de león, hato rey central, san juan 00919, puerto rico",18.4109834802915,18.4082855197085,-66.04997181970849,-66.05266978029151
Short term,TRUE,FALSE,FALSE,SAN CARLOS GENERAL HOSPITAL,PR,SANTURCE,400017,1822 PONCE DE LEON AVE,909,"SAN CARLOS GENERAL HOSPITAL near SANTURCE, PR 909",-66.0614097,18.4402991,establishment,rooftop,"1822 avenida de la constitución, san juan, 00909, puerto rico",18.4416480802915,18.4389501197085,-66.06006071970849,-66.06275868029151
Short term,TRUE,FALSE,FALSE,HATO REY COMMUNITY HOSPITAL,PR,HATO REY,400027,435 PONCE DE LEON AVE,917,"HATO REY COMMUNITY HOSPITAL near HATO REY, PR 917",-66.055478,18.419501,establishment,rooftop,"#435 avenida de la constitución, san juan, 00917, puerto rico",18.4208499802915,18.4181520197085,-66.05412901970848,-66.0568269802915
Short term,TRUE,FALSE,FALSE,HUMACAO AREA HOSPITAL,PR,HUMACAO,400031,BOX 115,791,"HUMACAO AREA HOSPITAL near HUMACAO, PR 791",-65.82158930000001,18.1500955,establishment,geometric_center,"sector cuesta los jobos, humacao, 00791, puerto rico",18.1514444802915,18.1487465197085,-65.82024031970852,-65.82293828029152
Short term,TRUE,FALSE,FALSE,SAN JORGE HOSPITAL,PR,SANTURCE,400089,258 SAN JORGE AVENUE,912,"SAN JORGE HOSPITAL near SANTURCE, PR 912",-66.0630394,18.4468796,establishment,rooftop,"258 calle san jorge, san juan, 00912, puerto rico",18.4482285802915,18.4455306197085,-66.0616904197085,-66.0643883802915
Short term,TRUE,FALSE,FALSE,HOSPITAL SAN FRANCISCO,PR,SAN JUAN,400098,371 DE DIEGO AVE,923,"HOSPITAL SAN FRANCISCO near SAN JUAN, PR 923",-66.0387156,18.3990299,establishment,rooftop,"#371 calle de diego, san juan, 00923, puerto rico",18.4003788802915,18.3976809197085,-66.03736661970851,-66.04006458029151
Short term,TRUE,FALSE,FALSE,DOCTORS CENTER HOSPITAL BAYAMON,PR,BAYAMON,400102,9 J STREET EXT HERMANAS DAVILA,959,"DOCTORS CENTER HOSPITAL BAYAMON near BAYAMON, PR 959",-66.1663829,18.3979503,establishment,geometric_center,"calle 2, bayamón, 00960, puerto rico",18.3992992802915,18.39660131970849,-66.1650339197085,-66.16773188029151
Short term,TRUE,FALSE,FALSE,HOSPITAL DR SUSONI INC,PR,ARECIBO,400117,55 PALM ST,614,"HOSPITAL DR SUSONI INC near ARECIBO, PR 614",-66.716838,18.4732666,doctor,rooftop,"#55 calle palma, arecibo, 00612, puerto rico",18.4746155802915,18.4719176197085,-66.7154890197085,-66.7181869802915
Short term,TRUE,FALSE,FALSE,HOSPITAL SAN GERARDO,PR,SAN JUAN,400121,CARR 844 KM 0 5  CUPEY BAJO,928,"HOSPITAL SAN GERARDO near SAN JUAN, PR 928",-66.046365,18.372598,establishment,geometric_center,"carr. 844, rio piedras, san juan 00928, puerto rico",18.3739469802915,18.3712490197085,-66.04501601970848,-66.04771398029149
Short term,TRUE,FALSE,FALSE,PROFESSIONAL HOSPITAL GUAYNABO INC,PR,ALT DE SANTA,400122,AVE LAS CUMBRES ST 199KM 1 2,969,"PROFESSIONAL HOSPITAL GUAYNABO INC near ALT DE SANTA, PR 969",-66.0978195,18.3623203,establishment,geometric_center,"av. las cumbres, guaynabo, 00969, puerto rico",18.3636692802915,18.3609713197085,-66.09647051970849,-66.09916848029151
Short term,TRUE,FALSE,FALSE,HOSPITAL PEREA,PR,MAYAGUEZ,400123,15 DR BASORA STREET,681,"HOSPITAL PEREA near MAYAGUEZ, PR 681",-67.1397475,18.2028074,establishment,rooftop,"15 calle doctor basora, mayagüez, 00681, puerto rico",18.2041563802915,18.20145841970849,-67.1383985197085,-67.14109648029151
Short term,TRUE,FALSE,FALSE,"HOSPITAL PAVIA HATO REY, INC",PR,HATO REY,400128,AVE PONCE DE LEON 435,919,"HOSPITAL PAVIA HATO REY, INC near HATO REY, PR 919",-66.055478,18.419501,establishment,rooftop,"#435 avenida de la constitución, san juan, 00917, puerto rico",18.4208499802915,18.4181520197085,-66.05412901970848,-66.0568269802915
Short term,TRUE,FALSE,FALSE,HOSPITAL METROPOLITANO DE LA MONTANA,PR,BDA NUEVA,400130,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,641,"HOSPITAL METROPOLITANO DE LA MONTANA near BDA NUEVA, PR 641",-66.7013424,18.2675675,establishment,geometric_center,"calle isaac gonzález martínez esquina ledesma, utuado, 00641, puerto rico",18.2689164802915,18.2662185197085,-66.6999934197085,-66.70269138029151
Short term,TRUE,FALSE,FALSE,CARIBBEAN MEDICAL CENTER,PR,FAJARDO,400131,151 AVE OSVALDO MOLINA,738,"CARIBBEAN MEDICAL CENTER near FAJARDO, PR 738",-65.65012159999999,18.3321123,establishment,rooftop,"151 ave osvaldo molina vázquez, fajardo, 00738, puerto rico",18.3334612802915,18.3307633197085,-65.6487726197085,-65.6514705802915
Short term,TRUE,FALSE,FALSE,HIMA SAN PABLO CUPEY,PR,SAN JUAN,400133,CARR 844 KM 5 CUPEY BAJO,928,"HIMA SAN PABLO CUPEY near SAN JUAN, PR 928",-66.046365,18.372598,establishment,geometric_center,"carr. 844, rio piedras, san juan 00928, puerto rico",18.3739469802915,18.3712490197085,-66.04501601970848,-66.04771398029149
Short term,TRUE,FALSE,FALSE,JOHN FOGARTY MEMORIAL HOSPITAL,RI,WOONSOCKET,410014,EDDIE DOWLING HIGHWAY,2895,"JOHN FOGARTY MEMORIAL HOSPITAL near WOONSOCKET, RI 2895",-71.4952876,42.0052518,establishment,rooftop,"115 cass ave, woonsocket, ri 02895, usa",42.0066007802915,42.0039028197085,-71.49393861970849,-71.49663658029151
Short term,TRUE,FALSE,FALSE,BAPTIST EASLEY HOSPITAL,SC,EASLEY,420015,PO BOX 2129,29641,"BAPTIST EASLEY HOSPITAL near EASLEY, SC 29641",-82.60689529999999,34.8406774,establishment,rooftop,"200 fleetwood dr, easley, sc 29640, usa",34.8420263802915,34.8393284197085,-82.6055463197085,-82.6082442802915
Short term,TRUE,FALSE,FALSE,CHESTER REGIONAL MEDICAL CENTER,SC,CHESTER,420019,1 MEDICAL PARK DRIVE,29706,"CHESTER REGIONAL MEDICAL CENTER near CHESTER, SC 29706",-81.183059,34.684612,establishment,rooftop,"1 medical park dr, chester, sc 29706, usa",34.6859609802915,34.68326301970851,-81.18171001970849,-81.1844079802915
Short term,TRUE,FALSE,FALSE,ABBEVILLE COUNTY MEMORIAL HOSPITAL,SC,ABBEVILLE,420061,PO BOX 887,29620,"ABBEVILLE COUNTY MEMORIAL HOSPITAL near ABBEVILLE, SC 29620",-82.381591,34.1576213,establishment,rooftop,"420 thomson cir, abbeville, sc 29620, usa",34.15897028029149,34.1562723197085,-82.38024201970849,-82.3829399802915
Short term,TRUE,FALSE,FALSE,LOW COUNTRY GENERAL HOSPITAL,SC,BEAUFORT,420074,PO BOX 1068,29901,"LOW COUNTRY GENERAL HOSPITAL near BEAUFORT, SC 29901",-80.6885667,32.4172025,establishment,rooftop,"954 ribaut rd, beaufort, sc 29902, usa",32.4185514802915,32.4158535197085,-80.68721771970849,-80.6899156802915
Short term,TRUE,FALSE,FALSE,EDGEFIELD COUNTY HOSPITAL,SC,EDGEFIELD,420075,PO BOX 590,29824,"EDGEFIELD COUNTY HOSPITAL near EDGEFIELD, SC 29824",-81.92985259999999,33.7789898,establishment,rooftop,"300 ridge medical plaza rd, edgefield, sc 29824, usa",33.78033878029149,33.77764081970849,-81.9285036197085,-81.9312015802915
Short term,TRUE,TRUE,TRUE,EAST COOPER MEDICAL CENTER,SC,MOUNT PLEASANT,420089,2000 HOSPITAL DR,29464,"EAST COOPER MEDICAL CENTER near MOUNT PLEASANT, SC 29464",-79.8496516,32.8210126,establishment,geometric_center,"east cooper medical center, mt pleasant, sc 29464, usa",32.82236158029149,32.81966361970849,-79.84830261970849,-79.85100058029151
Short term,TRUE,FALSE,FALSE,COASTAL CAROLINA HOSPITAL,SC,HARDEEVILLE,420101,1000 MEDICAL CENTER DRIVE,29927,"COASTAL CAROLINA HOSPITAL near HARDEEVILLE, SC 29927",-81.0539155,32.3152138,establishment,rooftop,"1000 medical center dr, hardeeville, sc 29927, usa",32.3165627802915,32.3138648197085,-81.0525665197085,-81.05526448029151
Short term,TRUE,FALSE,TRUE,PALMETTO HEALTH BAPTIST PARKRIDGE,SC,COLUMBIA,420106,400 PALMETTO HEALTH PARKWAY,29212,"PALMETTO HEALTH BAPTIST PARKRIDGE near COLUMBIA, SC 29212",-81.1596497,34.0872139,establishment,rooftop,"400 palmetto health pkwy, columbia, sc 29212, usa",34.0885628802915,34.08586491970851,-81.15830071970849,-81.1609986802915
Critical Access,TRUE,FALSE,FALSE,FAIRFIELD MEMORIAL HOSPITAL,SC,WINNSBORO,421302,321 BYPASS PO BOX 620,29180,"FAIRFIELD MEMORIAL HOSPITAL near WINNSBORO, SC 29180",-81.103056,34.399754,doctor,rooftop,"102 us-321 byp, winnsboro, sc 29180, usa",34.4011029802915,34.39840501970851,-81.10170701970848,-81.10440498029149
Short term,TRUE,FALSE,FALSE,FAULK CO MEM HOSPITAL,SD,FAULKTON,430025,BOX 100,57438,"FAULK CO MEM HOSPITAL near FAULKTON, SD 57438",-99.1329703,45.0304107,establishment,rooftop,"1300 oak st, faulkton, sd 57438, usa",45.03175968029151,45.02906171970851,-99.13162131970849,-99.1343192802915
Short term,TRUE,FALSE,FALSE,FIVE COUNTIES HOSPITAL,SD,LEMMON,430080,405 SIXTH AVE W PO BOX 479,57638,"FIVE COUNTIES HOSPITAL near LEMMON, SD 57638",-102.1685791,45.9402732,establishment,rooftop,"405 6th ave w, lemmon, sd 57638, usa",45.9416221802915,45.9389242197085,-102.1672301197085,-102.1699280802915
Short term,TRUE,FALSE,FALSE,PHS INDIAN HOSPITAL AT EAGLE BUTTE,SD,EAGLE BUTTE,430083,24276 166TH AIRPORT ROAD,57625,"PHS INDIAN HOSPITAL AT EAGLE BUTTE near EAGLE BUTTE, SD 57625",-101.2435495,44.9923228,establishment,rooftop,"24276 166th st, eagle butte, sd 57625, usa",44.9936717802915,44.9909738197085,-101.2422005197085,-101.2448984802915
Short term,TRUE,FALSE,FALSE,ESTELLINE COMM HOSP,SD,ESTELLINE,430088,BOX 210,57234,"ESTELLINE COMM HOSP near ESTELLINE, SD 57234",-96.90296800000002,44.5792327,establishment,rooftop,"205 fjerestad ave e, estelline, sd 57234, usa",44.5805816802915,44.5778837197085,-96.90161901970852,-96.90431698029153
Critical Access,TRUE,FALSE,FALSE,FIVE COUNTIES HOSPITAL - CRITICAL ACCESS HOSPITAL,SD,LEMMON,431303,405 SIXTH AVENUE WEST,57638,"FIVE COUNTIES HOSPITAL - CRITICAL ACCESS HOSPITAL near LEMMON, SD 57638",-102.1685791,45.9402732,establishment,rooftop,"405 6th ave w, lemmon, sd 57638, usa",45.9416221802915,45.9389242197085,-102.1672301197085,-102.1699280802915
Short term,TRUE,FALSE,FALSE,(CLOSED) SKYRIDGE MEDICAL CENTER,TN,CLEVELAND,440024,"2305 N CHAMBLISS AVE, BOX 3060",37320,"(CLOSED) SKYRIDGE MEDICAL CENTER near CLEVELAND, TN 37320",-84.8693981,35.1773583,establishment,rooftop,"2305 chambliss ave nw, cleveland, tn 37311, usa",35.1787072802915,35.17600931970851,-84.86804911970849,-84.87074708029151
Short term,TRUE,FALSE,FALSE,NORTHCREST MEDICAL CENTER,TN,SPRINGFIELD,440065,100 NORTHCREST DRIVE,37172,"NORTHCREST MEDICAL CENTER near SPRINGFIELD, TN 37172",-86.88738649999999,36.478502,establishment,rooftop,"100 northcrest dr, springfield, tn 37172, usa",36.4798509802915,36.4771530197085,-86.88603751970848,-86.88873548029149
Short term,TRUE,FALSE,FALSE,GEORGE W HUBBARD HOSPITAL MEHARRY MED,TN,NASHVILLE,440069,1005 D TODD BLVD,37208,"GEORGE W HUBBARD HOSPITAL MEHARRY MED near NASHVILLE, TN 37208",-86.8077028,36.1668749,establishment,rooftop,"1005 dr db todd jr blvd, nashville, tn 37208, usa",36.16822388029149,36.16552591970849,-86.80635381970849,-86.80905178029151
Short term,TRUE,FALSE,FALSE,SEQUATCHIE GENERAL HOSPITAL,TN,DUNLAP,440074,132 HOSPITAL LOOP,37327,"SEQUATCHIE GENERAL HOSPITAL near DUNLAP, TN 37327",-85.38618799999999,35.37536800000001,establishment,rooftop,"426 cedar st, dunlap, tn 37327, usa",35.37671698029151,35.37401901970851,-85.3848390197085,-85.3875369802915
Short term,TRUE,TRUE,FALSE,NORTH TEXAS MEDICAL CENTER,TX,GAINESVILLE,450090,1900 HOSPITAL BLVD,76240,"NORTH TEXAS MEDICAL CENTER near GAINESVILLE, TX 76240",-97.16269369999999,33.6462889,establishment,rooftop,"1900 hospital boulevard, gainesville, tx 76240, usa",33.64763788029151,33.64493991970851,-97.1613447197085,-97.1640426802915
Short term,TRUE,FALSE,FALSE,COMFORT COMMUNITY HOSP,TX,COMFORT,450093,700 FALTIN BOX 338,78013,"COMFORT COMMUNITY HOSP near COMFORT, TX 78013",-98.90676359999999,29.971448,establishment,rooftop,"615 faltin st, comfort, tx 78013, usa",29.9727969802915,29.9700990197085,-98.90541461970848,-98.9081125802915
Short term,TRUE,FALSE,FALSE,NORTHWEST REGIONAL HOSPITAL,TX,CORPUS CHRISTI,450131,13725 FARM ROAD 624,78469,"NORTHWEST REGIONAL HOSPITAL near CORPUS CHRISTI, TX 78469",-97.6353781,27.855033,establishment,rooftop,"13725 northwest blvd, corpus christi, tx 78410, usa",27.85638198029151,27.8536840197085,-97.6340291197085,-97.63672708029151
Short term,TRUE,TRUE,FALSE,METHODIST HOSPITAL SOUTH,TX,JOURDANTON,450165,1905 HWY 97 EAST,78026,"METHODIST HOSPITAL SOUTH near JOURDANTON, TX 78026",-98.5260806,28.9330966,establishment,geometric_center,"1905 hwy 97 east, jourdanton, tx 78026, usa",28.9344455802915,28.9317476197085,-98.52473161970849,-98.52742958029151
Short term,TRUE,FALSE,FALSE,MAINLAND CENTER HOSPITAL,TX,TEXAS CITY,450195,6801 LOWRY EXPRESSWAY,77592,"MAINLAND CENTER HOSPITAL near TEXAS CITY, TX 77592",-94.98580810000001,29.3939725,establishment,rooftop,"6801 emmett f lowry expy, texas city, tx 77591, usa",29.3953214802915,29.3926235197085,-94.98445911970852,-94.98715708029152
Short term,TRUE,TRUE,FALSE,ETMC CARTHAGE,TX,CARTHAGE,450210,409 WEST COTTAGE,75633,"ETMC CARTHAGE near CARTHAGE, TX 75633",-94.3466162,32.1661404,establishment,rooftop,"409 cottage rd, carthage, tx 75633, usa",32.1674893802915,32.1647914197085,-94.34526721970849,-94.3479651802915
Short term,TRUE,FALSE,FALSE,HALL COUNTY HOSPITAL,TX,MEMPHIS,450217,1800 N BOYKIN DR,79245,"HALL COUNTY HOSPITAL near MEMPHIS, TX 79245",-100.5379236,34.724918,establishment,rooftop,"618 w main st, memphis, tx 79245, usa",34.7262669802915,34.7235690197085,-100.5365746197085,-100.5392725802915
