HospType,ED,Trauma,NSG,FAC_NAME,state,city,PRVDR_NUM,street,zipcode,lat,long,id,input_address,match_indicator,match_type,matched_address,tiger_line_id,tiger_side,state_fips,county_fips,census_tract,census_block
Short term,TRUE,FALSE,FALSE,CONTINUOUS CARE CENTER OF BARTLESVILLE,OK,BARTLESVILLE,370217,"3500 EAST FRANK PHILLIPS BOULEVARD, 4 TOWER",74006,36.75059,-95.933945,45,"3500 EAST FRANK PHILLIPS BOULEVARD, 4 TOWER, BARTLESVILLE, OK, 74006",Match,Exact,"3500 E FRANK PHILLIPS BLVD, BARTLESVILLE, OK, 74006",18705366,R,40,147,500,3013
Short term,TRUE,FALSE,FALSE,SOLARA HOSPITAL SHAWNEE,OK,SHAWNEE,370219,"1900 GORDON COOPER DRIVE, 2ND FLOOR",74801,35.30037,-96.92597,47,"1900 GORDON COOPER DRIVE, 2ND FLOOR, SHAWNEE, OK, 74801",Match,Non_Exact,"1900 S GORDON COOPER DR, SHAWNEE, OK, 74801",100579757,L,40,125,501101,1027
Short term,TRUE,FALSE,FALSE,MCBRIDE ORTHOPEDIC HOSPITAL,OK,OKLAHOMA CITY,370222,9600 NORTH BROADWAY EXTENSION,73114,35.56817,-97.51304,49,"9600 NORTH BROADWAY EXTENSION, OKLAHOMA CITY, OK, 73114",Match,Non_Exact,"9600 N BROADWAY AVE, OKLAHOMA CITY, OK, 73114",100446828,R,40,109,108301,1002
Short term,TRUE,FALSE,FALSE,NORMAN SPECIALTY HOSPITAL,OK,NORMAN,370224,1210 WEST ROBINSON,73069,35.232944,-97.45934,51,"1210 WEST ROBINSON, NORMAN, OK, 73069",Match,Non_Exact,"1210 W ROBINSON ST, NORMAN, OK, 73069",99908622,L,40,27,200900,3000
Short term,TRUE,FALSE,TRUE,SUMMIT MEDICAL CENTER,OK,EDMOND,370225,1800 SOUTH RENAISSANCE BOULEVARD,73013,35.6367,-97.49869,29,"1800 SOUTH RENAISSANCE BOULEVARD, EDMOND, OK, 73013",Match,Non_Exact,"1800 RENNAISSANCE BLVD, EDMOND, OK, 73013",606131493,L,40,109,108317,2026
Short term,TRUE,FALSE,FALSE,SOLARA HOSPITAL MUSKOGEE,OK,MUSKOGEE,370226,351 SOUTH 40TH STREET,74401,35.753414,-95.41161,52,"351 SOUTH 40TH STREET, MUSKOGEE, OK, 74401",Match,Exact,"351 S 40TH ST, MUSKOGEE, OK, 74401",91926943,L,40,101,100,1030
Short term,TRUE,FALSE,FALSE,ALLIANCEHEALTH SEMINOLE,OK,SEMINOLE,370229,2401 WRANGLER BOULEVARD,74868,35.24642,-96.68921,32,"2401 WRANGLER BOULEVARD, SEMINOLE, OK, 74868",Match,Non_Exact,"2401 W WRANGLER BLVD, SEMINOLE, OK, 74868",634344161,R,40,133,583400,3022
Short term,TRUE,FALSE,FALSE,GEORGE NIGH LONG TERM ACUTE CARE HOSPITAL,OK,OKMULGEE,370231,900 EAST AIRPORT ROAD,74447,35.66805,-95.96073,55,"900 EAST AIRPORT ROAD, OKMULGEE, OK, 74447",Match,Exact,"900 E AIRPORT RD, OKMULGEE, OK, 74447",617740711,L,40,111,500,1020
Short term,TRUE,FALSE,FALSE,PINNACLE SPECIALTY HOSPITAL,OK,TULSA,370233,"2408 EAST 81ST STREET, SUITE 600",74137,36.046406,-95.957466,57,"2408 EAST 81ST STREET, SUITE 600, TULSA, OK, 74137",Match,Exact,"2408 E 81ST ST, TULSA, OK, 74137",166444789,R,40,143,7625,3002
Short term,TRUE,FALSE,FALSE,"SAINT FRANCIS HOSPITAL VINITA, INC",OK,VINITA,370237,735 NORTH FOREMAN STREET,74301,36.653214,-95.15572,61,"735 NORTH FOREMAN STREET, VINITA, OK, 74301",Match,Exact,"735 N FOREMAN ST, VINITA, OK, 74301",20644906,L,40,35,373300,2023
Critical Access,TRUE,FALSE,FALSE,PRAGUE COMMUNITY HOSPITAL,OK,PRAGUE,371301,1322 KLABZUBA AVENUE,74864,35.489822,-96.684555,63,"1322 KLABZUBA AVENUE, PRAGUE, OK, 74864",Match,Non_Exact,"1322 N KLABZUBA AVE, PRAGUE, OK, 74864",143021385,R,40,81,961500,3076
Critical Access,TRUE,FALSE,FALSE,"MERCY HOSPITAL WATONGA, INC",OK,WATONGA,371302,500 NORTH CLARENCE NASH BOULEVARD,73772,35.848923,-98.41925,64,"500 NORTH CLARENCE NASH BOULEVARD, WATONGA, OK, 73772",Match,Exact,"500 N CLARENCE NASH BLVD, WATONGA, OK, 73772",615830254,R,40,11,958900,3015
Critical Access,TRUE,FALSE,FALSE,"JANE PHILLIPS NOWATA HOSPITAL, INC",OK,NOWATA,371305,237 SOUTH LOCUST STREET,74048,36.69761,-95.6304,67,"237 SOUTH LOCUST STREET, NOWATA, OK, 74048",Match,Exact,"237 S LOCUST ST, NOWATA, OK, 74048",611336978,R,40,105,172400,5010
Critical Access,TRUE,FALSE,FALSE,MERCY HEALTH LOVE COUNTY,OK,MARIETTA,371306,300 WANDA STREET,73448,33.942375,-97.13088,68,"300 WANDA STREET, MARIETTA, OK, 73448",Match,Exact,"300 WANDA ST, MARIETTA, OK, 73448",68934346,L,40,85,94100,2036
Critical Access,TRUE,FALSE,FALSE,WETUMKA GENERAL HOSPITAL,OK,WETUMKA,371308,325 SOUTH WASHITA,74883,35.23485,-96.23907,70,"325 SOUTH WASHITA, WETUMKA, OK, 74883",Match,Non_Exact,"325 S WASHITA ST, WETUMKA, OK, 74883",107310927,R,40,63,484600,2192
Critical Access,TRUE,FALSE,FALSE,"PAWHUSKA HOSPITAL, INC",OK,PAWHUSKA,371309,1101 EAST 15TH STREET,74056,36.67282,-96.32577,71,"1101 EAST 15TH STREET, PAWHUSKA, OK, 74056",Match,Exact,"1101 E 15TH ST, PAWHUSKA, OK, 74056",82376668,R,40,113,940002,4133
Critical Access,TRUE,FALSE,FALSE,"MERCY HOSPITAL HEALDTON, INC.",OK,HEALDTON,371310,3462 HOSPITAL RD,73438,34.222767,-97.49219,72,"3462 HOSPITAL RD, HEALDTON, OK, 73438",Match,Exact,"3462 HOSPITAL RD, HEALDTON, OK, 73438",14826217,R,40,19,892300,4039
Critical Access,TRUE,FALSE,FALSE,"ST JOHN SAPULPA, INC",OK,SAPULPA,371312,1004 EAST BRYAN,74066,35.993317,-96.10075,74,"1004 EAST BRYAN, SAPULPA, OK, 74066",Match,Non_Exact,"1004 E BRYAN AVE, SAPULPA, OK, 74066",165865828,R,40,37,21300,1062
Critical Access,TRUE,FALSE,FALSE,THE PHYSICIANS' HOSPITAL IN ANADARKO,OK,ANADARKO,371314,1002 EAST CENTRAL BOULEVARD,73005,35.07245,-98.233574,76,"1002 EAST CENTRAL BOULEVARD, ANADARKO, OK, 73005",Match,Exact,"1002 E CENTRAL BLVD, ANADARKO, OK, 73005",92474477,R,40,15,162100,3015
Critical Access,TRUE,FALSE,FALSE,"MERCY HOSPITAL LOGAN COUNTY, INC",OK,GUTHRIE,371317,200 SOUTH ACADEMY ROAD,73044,35.876873,-97.460464,79,"200 SOUTH ACADEMY ROAD, GUTHRIE, OK, 73044",Match,Non_Exact,"200 ACADEMY RD, GUTHRIE, OK, 73044",606636414,R,40,83,600200,3029
Critical Access,TRUE,FALSE,FALSE,FAIRFAX COMMUNITY HOSPITAL,OK,FAIRFAX,371318,40 HOSPITAL ROAD,74637,36.56263,-96.70537,80,"40 HOSPITAL ROAD, FAIRFAX, OK, 74637",Match,Exact,"40 HOSPITAL RD, FAIRFAX, OK, 74637",82382544,L,40,113,940003,6082
Critical Access,TRUE,FALSE,FALSE,MARY HURLEY HOSPITAL,OK,COALGATE,371319,6 NORTH COVINGTON,74538,34.538982,-96.22431,81,"6 NORTH COVINGTON, COALGATE, OK, 74538",Match,Non_Exact,"6 N COVINGTON ST, COALGATE, OK, 74538",647501447,L,40,29,388100,2032
Critical Access,TRUE,FALSE,FALSE,CLEVELAND AREA HOSPITAL,OK,CLEVELAND,371320,1401 WEST PAWNEE,74020,36.309902,-96.480415,82,"1401 WEST PAWNEE, CLEVELAND, OK, 74020",Match,Non_Exact,"1401 W PAWNEE ST, CLEVELAND, OK, 74020",166317639,L,40,117,957100,1018
Critical Access,TRUE,FALSE,FALSE,HOLDENVILLE GENERAL HOSPITAL,OK,HOLDENVILLE,371321,100 MCDOUGAL DRIVE,74848,35.088757,-96.3797,83,"100 MCDOUGAL DRIVE, HOLDENVILLE, OK, 74848",Match,Exact,"100 MCDOUGAL DR, HOLDENVILLE, OK, 74848",107323906,R,40,63,484900,1031
Critical Access,TRUE,FALSE,FALSE,OKEENE MUNICIPAL HOSPITAL,OK,OKEENE,371327,207 EAST F STREET,73763,36.11704,-98.31459,88,"207 EAST F STREET, OKEENE, OK, 73763",Match,Non_Exact,"207 F ST, OKEENE, OK, 73763",606137403,R,40,11,958600,2087
Critical Access,TRUE,FALSE,FALSE,MANGUM REGIONAL MEDICAL CENTER,OK,MANGUM,371330,1 WICKERSHAM DRIVE,73554,34.891815,-99.50123,91,"1 WICKERSHAM DRIVE, MANGUM, OK, 73554",Match,Exact,"1 WICKERSHAM DR, MANGUM, OK, 73554",170087572,R,40,55,967200,1419
Critical Access,TRUE,FALSE,FALSE,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,OK,CARNEGIE,371334,102 NORTH BROADWAY,73015,35.108955,-98.604866,94,"102 NORTH BROADWAY, CARNEGIE, OK, 73015",Match,Non_Exact,"102 BROADWAY, CARNEGIE, OK, 73015",618003217,L,40,15,161800,3047
Critical Access,TRUE,FALSE,FALSE,HASKELL COUNTY COMMUNITY HOSPITAL,OK,STIGLER,371335,401 NORTHWEST H STREET,74462,35.2608,-95.12833,95,"401 NORTHWEST H STREET, STIGLER, OK, 74462",Match,Exact,"401 NW H ST, STIGLER, OK, 74462",80539675,R,40,61,279200,3040
Critical Access,TRUE,TRUE,FALSE,NEWMAN MEMORIAL HOSPITAL,OK,SHATTUCK,371336,905 SOUTH MAIN STREET,73858,36.268627,-99.8815,96,"905 SOUTH MAIN STREET, SHATTUCK, OK, 73858",Match,Non_Exact,"905 MAIN ST, SHATTUCK, OK, 73858",619527894,L,40,45,952600,2615
Critical Access,TRUE,FALSE,FALSE,EASTERN OKLAHOMA MEDICAL CENTER,OK,POTEAU,371337,105 WALL STREET,74953,35.04456,-94.61225,97,"105 WALL STREET, POTEAU, OK, 74953",Match,Non_Exact,"105 S WALL ST, POTEAU, OK, 74953",79900549,L,40,79,40402,4050
Critical Access,TRUE,FALSE,FALSE,HARMON MEMORIAL HOSPITAL,OK,HOLLIS,371338,400 EAST CHESTNUT STREET,73550,34.691483,-99.91478,98,"400 EAST CHESTNUT STREET, HOLLIS, OK, 73550",Match,Exact,"400 E CHESTNUT ST, HOLLIS, OK, 73550",164523588,R,40,57,967800,2048
Critical Access,TRUE,TRUE,FALSE,MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,OK,GUYMON,371340,520 MEDICAL DRIVE,73942,36.6907,-101.476074,99,"520 MEDICAL DRIVE, GUYMON, OK, 73942",Match,Exact,"520 MEDICAL DR, GUYMON, OK, 73942",189760851,L,40,139,950900,2071
Long term,TRUE,FALSE,FALSE,EDMOND - AMG SPECIALTY HOSPITAL,OK,EDMOND,372005,1100 EAST 9TH STREET,73034,35.6455,-97.46531,100,"1100 EAST 9TH STREET, EDMOND, OK, 73034",Match,Exact,"1100 E 9TH ST, EDMOND, OK, 73034",606128733,R,40,109,108201,3001
Long term,TRUE,FALSE,TRUE,"SELECT SPECIALTY HOSPITAL - OKLAHOMA CITY, INC",OK,OKLAHOMA CITY,372009,3524 NORTHWEST 56TH STREET,73112,35.527718,-97.579544,103,"3524 NORTHWEST 56TH STREET, OKLAHOMA CITY, OK, 73112",Match,Exact,"3524 NW 56TH ST, OKLAHOMA CITY, OK, 73112",100435122,L,40,109,106604,1006
Long term,TRUE,FALSE,FALSE,"TULSA-AMG SPECIALTY HOSPITAL, LLC",OK,TULSA,372011,"2408 E 81ST STREET, STE 2800",74137,36.046406,-95.957466,104,"2408 E 81ST STREET, STE 2800, TULSA, OK, 74137",Match,Non_Exact,"2408 E 81ST ST, TULSA, OK, 74137",166444789,R,40,143,7625,3002
Long term,TRUE,FALSE,TRUE,INSPIRE POST-ACUTE CARE,OK,MIDWEST CITY,372012,8210 NATIONAL AVENUE,73110,35.466423,-97.38787,105,"8210 NATIONAL AVENUE, MIDWEST CITY, OK, 73110",Match,Exact,"8210 NATIONAL AVE, MIDWEST CITY, OK, 73110",606217452,R,40,109,108008,2007
Long term,TRUE,FALSE,FALSE,CONTINUOUS CARE CENTER OF BARTLESVILLE,OK,BARTLESVILLE,372014,3500 EAST FRANK PHILLIPS BOULEVARD - 4 TOWER,74006,36.75059,-95.933945,106,"3500 EAST FRANK PHILLIPS BOULEVARD - 4 TOWER, BARTLESVILLE, OK, 74006",Match,Exact,"3500 E FRANK PHILLIPS BLVD, BARTLESVILLE, OK, 74006",18705366,R,40,147,500,3013
Long term,TRUE,FALSE,FALSE,CENTRIS,OK,OKLAHOMA CITY,372015,"4401 SOUTH WESTERN, SEVENTH FLOOR",73109,35.42067,-97.530235,107,"4401 SOUTH WESTERN, SEVENTH FLOOR, OKLAHOMA CITY, OK, 73109",Match,Non_Exact,"4401 S WESTERN AVE, OKLAHOMA CITY, OK, 73109",100406339,R,40,109,107219,1000
Long term,TRUE,FALSE,FALSE,INTEGRIS BASS PAVILION,OK,ENID,372016,401 SOUTH THIRD STREET,73701,36.40255,-97.87502,108,"401 SOUTH THIRD STREET, ENID, OK, 73701",Match,Non_Exact,"401 N 3RD ST, ENID, OK, 73701",154082621,R,40,47,100,5003
Long term,TRUE,FALSE,FALSE,CHG CORNERSTONE HOSPITAL OF OKLAHOMA - SHAWNEE,OK,SHAWNEE,372019,"1900 GORDON COOPER DRIVE, 2ND FLOOR",74801,35.30037,-96.92597,47,"1900 GORDON COOPER DRIVE, 2ND FLOOR, SHAWNEE, OK, 74801",Match,Non_Exact,"1900 S GORDON COOPER DR, SHAWNEE, OK, 74801",100579757,L,40,125,501101,1027
Long term,TRUE,FALSE,FALSE,NORMAN SPECIALTY HOSPITAL,OK,NORMAN,372021,1210 WEST ROBINSON,73069,35.232944,-97.45934,51,"1210 WEST ROBINSON, NORMAN, OK, 73069",Match,Non_Exact,"1210 W ROBINSON ST, NORMAN, OK, 73069",99908622,L,40,27,200900,3000
Long term,TRUE,FALSE,FALSE,MUSCOGEE (CREEK) NATION LONG TERM ACUTE CARE HOSPI,OK,OKMULGEE,372023,900 EAST AIRPORT ROAD,74447,35.66805,-95.96073,55,"900 EAST AIRPORT ROAD, OKMULGEE, OK, 74447",Match,Exact,"900 E AIRPORT RD, OKMULGEE, OK, 74447",617740711,L,40,111,500,1020
Short term,TRUE,TRUE,TRUE,MID-COLUMBIA MEDICAL CENTER,OR,THE DALLES,380001,1700 E 19TH STREET,97058,45.587864,-121.16562,109,"1700 E 19TH STREET, THE DALLES, OR, 97058",Match,Non_Exact,"1700 E 19TH ST, THE DALLES, OR, 97058",175547963,R,41,65,970100,2008
Short term,TRUE,FALSE,FALSE,ASANTE THREE RIVERS MEDICAL CENTER,OR,GRANTS PASS,380002,500 SW RAMSEY AVENUE,97527,42.41983,-123.34339,110,"500 SW RAMSEY AVENUE, GRANTS PASS, OR, 97527",Match,Exact,"500 RAMSEY AVE, GRANTS PASS, OR, 97527",639462370,R,41,33,361200,4012
Short term,TRUE,TRUE,FALSE,SAMARITAN PACIFIC COMMUNITIES HOSPITAL,OR,NEWPORT,380003,930 SW ABBEY STREET,97365,44.629963,-124.0595,111,"930 SW ABBEY STREET, NEWPORT, OR, 97365",Match,Exact,"930 SW ABBEY ST, NEWPORT, OR, 97365",155930216,L,41,41,951100,1037
Short term,TRUE,FALSE,TRUE,PROVIDENCE ST VINCENT MEDICAL CENTER,OR,PORTLAND,380004,9205 SW BARNES ROAD,97225,45.50894,-122.77164,112,"9205 SW BARNES ROAD, PORTLAND, OR, 97225",Match,Non_Exact,"9205 SW BARNES RD, PORTLAND, OR, 97225",158187312,R,41,67,30101,3019
Short term,TRUE,FALSE,FALSE,ASANTE ASHLAND COMMUNITY HOSPITAL,OR,ASHLAND,380005,280 MAPLE STREET,97520,42.206455,-122.72535,113,"280 MAPLE STREET, ASHLAND, OR, 97520",Match,Exact,"280 MAPLE ST, ASHLAND, OR, 97520",155523340,L,41,29,2100,1041
Short term,TRUE,TRUE,TRUE,LEGACY EMANUEL MEDICAL CENTER,OR,PORTLAND,380007,2801 N GANTENBEIN AVENUE,97227,45.542862,-122.66945,115,"2801 N GANTENBEIN AVENUE, PORTLAND, OR, 97227",Match,Exact,"2801 N GANTENBEIN AVE, PORTLAND, OR, 97227",157563191,L,41,51,2203,1081
Short term,TRUE,FALSE,FALSE,SAMARITAN LEBANON COMMUNITY HOSPITAL,OR,LEBANON,380008,525 N SANTIAM HWY,97355,44.549423,-122.90798,116,"525 N SANTIAM HWY, LEBANON, OR, 97355",Match,Non_Exact,"525 N SANTIAM HWY, LEBANON, OR, 97355",606053531,R,41,43,30800,2024
Short term,TRUE,TRUE,FALSE,OHSU HOSPITAL AND CLINICS,OR,PORTLAND,380009,3181 SW SAM JACKSON PARK ROAD,97239,45.499268,-122.686295,117,"3181 SW SAM JACKSON PARK ROAD, PORTLAND, OR, 97239",Match,Exact,"3181 SW SAM JACKSON PARK RD, PORTLAND, OR, 97239",639453005,R,41,51,5800,2016
Short term,TRUE,FALSE,FALSE,WOODLAND PARK HOSPITAL,OR,PORTLAND,380010,10300 NE HANCOCK ST,97220,45.536285,-122.5567,118,"10300 NE HANCOCK ST, PORTLAND, OR, 97220",Match,Non_Exact,"10300 NE HANCOCK ST, PORTLAND, OR, 97220",157518793,R,41,51,8001,2017
Short term,TRUE,FALSE,FALSE,PEACE HARBOR HOSPITAL,OR,FLORENCE,380013,"400 9TH STREET, PO BOX 580",97439,43.974567,-124.11724,120,"400 9TH STREET, PO BOX 580, FLORENCE, OR, 97439",Match,Exact,"400 9TH ST, FLORENCE, OR, 97439",635875257,L,41,39,705,1008
Short term,TRUE,TRUE,TRUE,GOOD SAMARITAN REGIONAL MEDICAL CENTER,OR,CORVALLIS,380014,3600 NW SAMARITAN DRIVE,97330,44.604668,-123.25129,121,"3600 NW SAMARITAN DRIVE, CORVALLIS, OR, 97330",Match,Exact,"3600 NW SAMARITAN DR, CORVALLIS, OR, 97330",155869920,L,41,3,500,1004
Short term,TRUE,FALSE,FALSE,PENDLETON COMMUNITY HOSPITAL,OR,PENDLETON,380016,2001 SW NYE AVE,97801,45.6539,-118.80473,122,"2001 SW NYE AVE, PENDLETON, OR, 97801",Match,Non_Exact,"2001 SW NYE AVE, PENDLETON, OR, 97801",170425245,R,41,59,950600,6016
Short term,TRUE,FALSE,TRUE,LEGACY GOOD SAMARITAN MEDICAL CENTER,OR,PORTLAND,380017,"1015 NW 22ND AVENUE, W121",97210,45.52997,-122.696594,123,"1015 NW 22ND AVENUE, W121, PORTLAND, OR, 97210",Match,Non_Exact,"1015 NW 22ND AVE, PORTLAND, OR, 97210",157498123,L,41,51,4800,1003
Short term,TRUE,FALSE,TRUE,ASANTE ROGUE REGIONAL MEDICAL CENTER,OR,MEDFORD,380018,2825 E BARNETT ROAD,97504,42.316483,-122.82994,124,"2825 E BARNETT ROAD, MEDFORD, OR, 97504",Match,Non_Exact,"2825 E BARNETT RD, MEDFORD, OR, 97504",155577548,L,41,29,601,4022
Short term,TRUE,FALSE,FALSE,MCKENZIE-WILLAMETTE MEDICAL CENTER,OR,SPRINGFIELD,380020,1460 G STREET,97477,44.05241,-123.00409,126,"1460 G STREET, SPRINGFIELD, OR, 97477",Match,Exact,"1460 G ST, SPRINGFIELD, OR, 97477",178173390,L,41,39,3400,2015
Short term,TRUE,TRUE,TRUE,SAMARITAN ALBANY GENERAL HOSPITAL,OR,ALBANY,380022,1046 6TH AVENUE SW,97321,44.63211,-123.1163,128,"1046 6TH AVENUE SW, ALBANY, OR, 97321",Match,Exact,"1046 6TH AVE SW, ALBANY, OR, 97321",156070567,R,41,43,20300,1012
Short term,TRUE,FALSE,FALSE,HOLLADAY PARK MEDICAL CENTER,OR,PORTLAND,380024,1225 NE 2ND AVENUE,97232,45.531666,-122.66373,130,"1225 NE 2ND AVENUE, PORTLAND, OR, 97232",Match,Non_Exact,"1225 NE 2ND AVE, PORTLAND, OR, 97232",636576050,L,41,51,2303,2028
Short term,TRUE,FALSE,FALSE,LEGACY MOUNT HOOD MEDICAL CENTER,OR,GRESHAM,380025,24800 SE STARK STREET,97030,45.519024,-122.40821,131,"24800 SE STARK STREET, GRESHAM, OR, 97030",Match,Non_Exact,"24800 SE STARK ST, GRESHAM, OR, 97030",157553864,R,41,51,10410,1003
Short term,TRUE,FALSE,FALSE,COLUMBIA MEMORIAL HOSPITAL,OR,ASTORIA,380026,2111 EXCHANGE STREET,97103,46.188545,-123.81783,132,"2111 EXCHANGE STREET, ASTORIA, OR, 97103",Match,Exact,"2111 EXCHANGE ST, ASTORIA, OR, 97103",648283286,R,41,7,950300,1018
Short term,TRUE,FALSE,TRUE,MERCY MEDICAL CENTER,OR,ROSEBURG,380027,2700 NW STEWART PARKWAY,97471,43.239967,-123.366615,133,"2700 NW STEWART PARKWAY, ROSEBURG, OR, 97471",Match,Exact,"2700 NW STEWART PKWY, ROSEBURG, OR, 97471",613897291,R,41,19,80000,1100
Short term,TRUE,FALSE,FALSE,LEGACY SILVERTON MEDICAL CENTER,OR,SILVERTON,380029,342 FAIRVIEW STREET,97381,45.004387,-122.79073,134,"342 FAIRVIEW STREET, SILVERTON, OR, 97381",Match,Exact,"342 FAIRVIEW ST, SILVERTON, OR, 97381",156259129,R,41,47,10503,1028
Short term,TRUE,FALSE,FALSE,SACRED HEART UNIVERSITY DISTRICT,OR,EUGENE,380033,1255 HILYARD STREET,97401,44.04602,-123.082115,136,"1255 HILYARD STREET, EUGENE, OR, 97401",Match,Exact,"1255 HILYARD ST, EUGENE, OR, 97401",178170838,L,41,39,3800,2020
Short term,TRUE,FALSE,FALSE,GRANDE RONDE HOSPITAL,OR,LA GRANDE,380035,"900 SUNSET DRIVE, PO BOX 3290",97850,45.319927,-118.105034,137,"900 SUNSET DRIVE, PO BOX 3290, LA GRANDE, OR, 97850",Match,Exact,"900 SUNSET DR, LA GRANDE, OR, 97850",138854370,L,41,61,970600,2979
Short term,TRUE,FALSE,FALSE,COTTAGE GROVE HEALTHCARE COMM HOSPITAL,OR,COTTAGE GROVE,380036,1340 BIRCH AVENUE,97424,43.799305,-123.070816,138,"1340 BIRCH AVENUE, COTTAGE GROVE, OR, 97424",Match,Exact,"1340 BIRCH AVE, COTTAGE GROVE, OR, 97424",178146613,L,41,39,1201,2033
Short term,TRUE,FALSE,FALSE,PROVIDENCE NEWBERG MEDICAL CENTER,OR,NEWBERG,380037,1001 PROVIDENCE DRIVE,97132,45.309803,-122.935295,139,"1001 PROVIDENCE DRIVE, NEWBERG, OR, 97132",Match,Exact,"1001 PROVIDENCE DR, NEWBERG, OR, 97132",639458755,R,41,71,30101,1011
Short term,TRUE,FALSE,FALSE,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OR,OREGON CITY,380038,1500 DIVISION STREET,97045,45.35522,-122.58838,140,"1500 DIVISION STREET, OREGON CITY, OR, 97045",Match,Exact,"1500 DIVISION ST, OREGON CITY, OR, 97045",635042201,R,41,5,22400,1055
Short term,TRUE,FALSE,FALSE,EASTMORELAND HOSPITAL,OR,PORTLAND,380039,2900 SE STEELE STREET,97202,45.48471,-122.63675,141,"2900 SE STEELE STREET, PORTLAND, OR, 97202",Match,Non_Exact,"2900 SE STEELE ST, PORTLAND, OR, 97202",638320878,R,41,51,301,2005
Short term,TRUE,FALSE,FALSE,PROVIDENCE SEASIDE HOSPITAL,OR,SEASIDE,380042,"725 SOUTH WAHANNA RD, PO BOX 740",97138,45.990284,-123.913826,143,"725 SOUTH WAHANNA RD, PO BOX 740, SEASIDE, OR, 97138",Match,Exact,"725 S WAHANNA RD, SEASIDE, OR, 97138",159212785,R,41,7,951100,1027
Short term,TRUE,FALSE,FALSE,HARVEY E RINEHART MEMORIAL HOSPITAL,OR,WHEELER,380043,278 ROWE ST (P O BOX 16),97147,45.68597,-123.88343,144,"278 ROWE ST (P O BOX 16), WHEELER, OR, 97147",Match,Exact,"278 ROWE ST, WHEELER, OR, 97147",156375651,L,41,57,960100,4042
Short term,TRUE,FALSE,FALSE,MALHEUR MEMORIAL HOSPITAL,OR,NYSSA,380044,1109 PARK AVENUE,97913,43.88043,-117.00692,145,"1109 PARK AVENUE, NYSSA, OR, 97913",Match,Exact,"1109 PARK AVE, NYSSA, OR, 97913",138630800,L,41,45,970500,6042
Short term,TRUE,FALSE,FALSE,ST HELENS HOSPITAL & HEALTH CENTER,OR,SAINT HELENS,380045,500 N. COLUMBIA RIVER HWY,97051,45.862045,-122.81893,146,"500 N. COLUMBIA RIVER HWY, SAINT HELENS, OR, 97051",Match,Non_Exact,"500 N COLUMBIA RIVER HWY, SAINT HELENS, OR, 97051",636583997,R,41,9,970800,1007
Short term,TRUE,TRUE,TRUE,ST CHARLES BEND,OR,BEND,380047,2500 NE NEFF ROAD,97701,44.065735,-121.27358,147,"2500 NE NEFF ROAD, BEND, OR, 97701",Match,Non_Exact,"2500 NE NEFF RD, BEND, OR, 97701",152553480,R,41,17,1700,1044
Short term,TRUE,FALSE,FALSE,SKY LAKES MEDICAL CENTER,OR,KLAMATH FALLS,380050,2865 DAGGETT AVENUE,97601,42.252632,-121.78654,148,"2865 DAGGETT AVENUE, KLAMATH FALLS, OR, 97601",Match,Exact,"2865 DAGGETT AVE, KLAMATH FALLS, OR, 97601",156706360,R,41,35,972000,3052
Short term,TRUE,FALSE,FALSE,SALEM HOSPITAL,OR,SALEM,380051,"890 OAK STREET, SE",97301,44.93303,-123.03363,149,"890 OAK STREET, SE, SALEM, OR, 97301",Match,Exact,"890 OAK ST SE, SALEM, OR, 97301",156249900,R,41,47,200,3073
Short term,TRUE,TRUE,FALSE,BESS KAISER MEDICAL CENTER,OR,PORTLAND,380055,5055 NORTH GREELEY AVENUE,97217,45.559803,-122.69445,151,"5055 NORTH GREELEY AVENUE, PORTLAND, OR, 97217",Match,Exact,"5055 N GREELEY AVE, PORTLAND, OR, 97217",157580023,L,41,51,3501,3009
Short term,TRUE,FALSE,FALSE,SANTIAM HOSPITAL,OR,STAYTON,380056,1401 N 10TH AVENUE,97383,44.804794,-122.78412,152,"1401 N 10TH AVENUE, STAYTON, OR, 97383",Match,Non_Exact,"1401 N 10TH AVE, STAYTON, OR, 97383",613674420,L,41,47,10701,2021
Short term,TRUE,FALSE,TRUE,ADVENTIST MEDICAL CENTER,OR,PORTLAND,380060,10123 SE MARKET STREET,97216,45.511574,-122.5588,154,"10123 SE MARKET STREET, PORTLAND, OR, 97216",Match,Non_Exact,"10123 SE MARKET ST, PORTLAND, OR, 97216",157574965,L,41,51,8201,1030
Short term,TRUE,FALSE,FALSE,PROVIDENCE PORTLAND MEDICAL CENTER,OR,PORTLAND,380061,4805 NE GLISAN STREET,97213,45.52652,-122.61385,155,"4805 NE GLISAN STREET, PORTLAND, OR, 97213",Match,Non_Exact,"4805 NE GLISAN ST, PORTLAND, OR, 97213",157511951,L,41,51,1801,3006
Short term,TRUE,FALSE,FALSE,PIONEER MEMORIAL HOSPITAL,OR,HEPPNER,380062,"564 E PIONEER DRIVE, PO BOX 9",97836,45.356396,-119.54864,156,"564 E PIONEER DRIVE, PO BOX 9, HEPPNER, OR, 97836",Match,Non_Exact,"564 NE PIONEER DR, HEPPNER, OR, 97836",175436573,R,41,49,970200,6056
